read_count,title,Date
77,泥玛跌起来比兔子还快，涨起来比蜗牛还慢,05-29 14:33
98,哎，看今天这情形。这货明天不知道还要跌成啥样子了呢。,05-29 14:17
78,又要开始拉稀了,05-29 14:03
115,A杀的票没有两年以上很难起来，只能说这么多了,05-29 13:43
436,旅游和关税板块要起飞了，美国宣布川普的所有关税行为都无效,05-29 13:17
84,马力必的，都割了跑吧，这个主力出生不是人,05-29 13:08
154,大盘如果能上四千点，这票才有可能上12块多。今天没跌，感谢大盘大涨吧。,05-29 11:56
94,今天能上涨全靠美国的法案，明天99%下探11附近,05-29 11:31
81,赚钱跑了，昨天买今天跑，以后不买杂毛,05-29 11:26
96,还得跌到9.9包邮,05-29 11:08
129,不要发帖和发弹幕了，安安静静看戏吧，不要让量化爬到任何信息,05-29 11:07
77,本人平时很少发火，这股实在是,05-29 11:05
75,本人平时很少发火，实在是,05-29 11:04
80,下午来个试盘线出一部分,05-29 10:42
92,这股还有救吗,05-29 10:35
76,要不是大盘撑着，这货今天得再跌4个点,05-29 10:34
72,几分钱玩一天，不要留恋，快跑,05-29 10:20
76,飞舞飞舞,05-29 10:04
84,板块涨你还跌，真牛,05-29 09:46
61,又开始骗散户了,05-29 09:41
109,今天大概率要破11了,05-29 09:17
65,岭南控股：融资净偿还347.75万元，融资余额1.35亿元（05-28）,05-29 08:58
175,英之园被拆了看来影响挺大啊！,05-29 08:47
75,其实只要头一天发公告好消息，第二天别进就行了,05-29 08:24
467,沉默了一段时间。最近几天又来关注这票了。之前高位下来，主力资金肯定是出逃的。目前,05-29 06:32
222,今天破位，你割了吗？割了就好，正所谓不破不立，庄家专杀技术派,05-28 23:58
166,正在走ABC下跌三浪中的C浪，跌完之后就会又一波拉升。,05-28 23:02
153,有本事你在跌,05-28 22:27
155,明天最多收个十字星，或者是小阴小阳，不可能有大涨,05-28 21:59
175,远离广东股，再也不见,05-28 21:36
225,坚持最后一两天一定是大涨。,05-28 20:43
95,跟谁,05-28 19:51
102,免税概念是红的，跟谁,05-28 19:51
99,太坏了我也不敢补仓，只能减仓一半,05-28 19:38
147,谁知道这属于什么板块,05-28 19:24
189,放量再买,05-28 19:12
129,端午节日来临，旅游还是看好的,05-28 18:38
125,4月份炒旅游，真是对呀。今天跌倒4月1日快速启动点位，难道一直要等到8月份吗？犹,05-28 18:14
151,大家一起打证监会电话，操控股价，恶意做空。,05-28 17:54
279,外交部：中方对沙特等4国试行免签政策人民日报客户端2小时前约1分钟28日，外交部,05-28 17:49
133,不是，这也太菜了吧,05-28 17:22
104,是不是财务作假,05-28 17:04
112,割了,05-28 16:53
182,我今天进来就发现错了，成本11.4，明天反弹到11.5就跑，这个股现在起不来,05-28 16:25
141,他MD，下来比火箭还快,05-28 15:39
148,跌的真过瘾,05-28 15:34
90,才买你，就被你当头一棒,05-28 15:31
235,他和中免合作是不会有好下场的，只能被吸血，中免几年前拿过清了，后来发现这个股从2,05-28 15:23
196,创八年新高会走成这个样子，不是第三大股东广州产投在融券卖空真说不过通。炒股23年,05-28 15:17
123,今天行情这么差，居然放量了。谁在买，小散？还是主力？还是量化？,05-28 15:12
111,大盘预计再来一次大跌，应该就调整的差不多了。不然抄底资金不会进场。,05-28 15:08
34,$岭南控股(SZ000524)$,05-28 15:06
181,我进了1/2仓，我的逻辑是，香港国际调停院，5月30日在香港正式成立，会员国来，,05-28 14:58
94,坚持住马上3点就不亏了,05-28 14:48
76,老妈,05-28 14:48
77,破位,05-28 14:42
69,兄弟们快买,05-28 14:34
95,风险,05-28 14:32
241,成本13.6割肉还是等,05-28 14:15
222,股市就是残酷的，别管跌到哪里，反正现在不是买点，就是因为跌的少，散户还没绝望，等,05-28 14:14
84,我没走一直扛,05-28 14:11
192,8元到9元多再来参与搏取短差，长线看跌到7元以下。没成本的我拐着141万盈利飘过,05-28 14:09
116,这两天终于把这割清了。不过割了后，总是担心它会涨。现在目标就等它跌到8元再来,05-28 13:51
71,证券公司,05-28 13:49
164,散户卖了3000手,05-28 13:44
79,节后再买了,05-28 13:42
204,还有谁没割,05-28 13:42
70,怎么成了,05-28 13:33
264,主力吃饱了，我也吃饱了。舒服啊,05-28 13:25
82,端午倒计时三天，学生放假倒计时11天,05-28 13:24
70,垃圾,05-28 13:21
222,11.62也破了，快到底了,05-28 13:17
62,……,05-28 13:17
82,板块垫底一个星期了。,05-28 13:15
69,无语，割了。留下的发财。,05-28 13:09
158,请问午后会不会地天板呢，这位*ST信通(SH600289)今天跌停巨量开盘，是全,05-28 13:02
77,倒数第二名这股牛逼,05-28 13:01
65,远离公司,05-28 13:00
95,是要九块九包邮吗？,05-28 12:16
74,公司不倒闭，不割,05-28 12:15
96,以为你是龙，结果你是虫。真孙子。割了,05-28 11:57
75,唉，割了,05-28 11:56
87,6天快20个点，公司一定有问题,05-28 11:49
81,追涨又被A杀，买下跌趋势，又跌跌不休，来个大神拉一把，感谢,05-28 11:30
77,突破支撑位大跌了,05-28 11:24
105,突破14指日可待,05-28 11:20
76,全体股民举报这个公司卖国有资产,05-28 11:20
94,真的ex,05-28 11:15
125,下午大涨,05-28 11:14
93,跌到心烦，狠心一横，割了,05-28 11:11
79,不要幻想，继续跌，主标准的出货了,05-28 11:06
163,下午大涨,05-28 11:02
130,大家坐稳了啊,05-28 10:51
76,废了废了，一泻千里,05-28 10:38
73,兄弟们，8月底8元附近进场，又是一条好汉。,05-28 10:38
118,13.4怎么回本,05-28 10:37
683,国资企业基本面良好，且还有各种利好，在这种情况下连续下跌，除非业绩造假，如果排除,05-28 10:33
75,这公司,05-28 10:32
110,弟兄们！不要怕，越砸越买，主力沉不住气了。,05-28 10:26
64,这个公司,05-28 10:25
79,被套的估计只能等分红再看看9月能不能回一点,05-28 10:23
63,做股票就是这么残酷，赚钱永远只有主力和一小部分人赚钱。被击穿就没办法了。,05-28 10:22
69,你个,05-28 10:21
119,这孙子今天加速下跌了，不过看承接还是差意思，还要砸,05-28 10:19
87,做区间左侧行情确实难做，左侧难言底部，根本不知道跌到什么时候才是底，没信心就被击,05-28 10:11
232,看来今天有人被击穿了，损失15-20%被迫止损了。开盘1小时止损掉8千万，今天估,05-28 10:11
69,$岭南控股(SZ000524)$,05-28 10:09
69,看来准备大涨特涨了,05-28 10:08
68,是不是要退,05-28 10:08
66,被气笑了,05-28 10:07
69,10.66附近可以做短线，其他的基本上是弱反弹,05-28 10:07
64,近期炒过的不要碰,05-28 10:07
66,修复都懒的修复了加快洗牌,05-28 10:06
85,为啥跌？早上11.75还准备买呢。。。,05-28 10:03
90,这是怎么了一泻千里，买了一个星期，跌了我10个点。,05-28 10:03
60,为什么大跌,05-28 10:02
77,前几天说这是龙头的人呢？现在还比不比大连强了？,05-28 10:02
67,鹅庄吃s了,05-28 10:02
131,一股不补一股不卖,05-28 09:59
86,什么情况？,05-28 09:58
54,必须回到10元一下,05-28 09:55
71,这算不算操纵股价,05-28 09:55
55,垃圾，指数红了，你大跌,05-28 09:54
57,买惠泉赚的，还不够你这里跌的，也是服了,05-28 09:53
112,12.5本，什么时候回本，越补越跌,05-28 09:53
52,的有本事跌到1元以下,05-28 09:53
95,岭南今天大红大涨，立字为帖。,05-28 09:50
61,你们这些人是真的蛮弱的，1小时不到，全跑光了，呵呵。,05-28 09:50
130,股价连续下跌，公司出现问题了吗？董秘也不出来澄清下，！！,05-28 09:47
60,昨天买了1000股，跌十个点加仓,05-28 09:47
58,我5月20日进来你就天天跌，你怎么不做人偏偏要做狗呢？,05-28 09:46
149,来一波行情啦，只要回本，筹码全给你，不玩了,05-16 13:08
146,六一儿童节小长假来一波啊,05-16 13:02
169,大家看到吧，上涨的话，还是有人跟风的。只要略微拉几个价位，就会有人跟风,05-16 11:40
136,不看好的现在就抛,05-16 11:14
136,看你表演,05-16 11:12
132,你不也有低空经济,05-16 11:03
121,金马要飞了，你浪费大家时间,05-16 10:51
156,这个还需要等几天，耐心持有,05-16 10:47
116,火烧芹菜，温水煮韭菜,05-16 10:40
116,量化严重控盘,05-16 10:30
89,牛逼，你我真是渣渣中的极品，，，，,05-16 10:28
111,不错，，哟西，我还能装。。加油。。。,05-16 10:21
83,垃圾,05-16 10:00
89,横久必跌下看10点5,05-16 09:59
89,知道这个股最令人作呕的是什么吗？阴跌这么久人气都是1000以内，散户是真的多,05-16 09:56
61,岭南控股：融资净偿还857.85万元，融资余额1.26亿元（05-15）,05-16 09:11
64,今天主打一个藿香正气水概念的股,05-16 09:03
66,周一以为是大圆弧底，现在看来是澡盆了，就看盆子有多大了,05-16 08:49
78,今天加油压盘，够东西。。。已横盘那么久，该砸了。,05-16 07:59
143,明天应该又轮到旅游和酒店了，加大国内大循环也涉及,05-15 22:49
114,明天又是低开迅速下杀，大盘都开始向下调整了，还期望这厮能当逆子。,05-15 22:07
119,中方决定对巴西等拉美五国试行免签政策_中华人民共和国外交部林剑,05-15 20:57
1758,一、今日跟踪：1、神农种业2、岭南控股3、苏州龙杰（个人观点，仅供参考，股市有风,05-15 20:41
154,难道说？,05-15 17:46
147,我说实在的，你们这些看一天分时下跌都在那煽风点火，嚷嚷着明儿个还要跌8个点，后个,05-15 17:03
98,都不带反弹一下的,05-15 17:01
143,前几天买，昨天高点卖了一点，今日买回。。反正这够东西会装丝，也是预料之中。。耗呗,05-15 16:43
1170,26%左右的收益1单阳突破添加自选（可跟进的信号）2股价缩量会抽寻找机会（,05-15 15:56
94,倒数哈哈哈喜欢买垃圾我就是要观察这个股什么时候退市,05-15 14:59
89,我只要死拿一个票，就是跌的，麻痹，现在亏钱历史新低,05-15 14:59
152,唉……好久没来了。还有以前的钉子户在吗？,05-15 14:50
141,岭南控股在筑底,05-15 14:48
721,岭南控股：“五一”文旅市场火力全开创新产品激发消费新引擎岭南控股000524岭南,05-15 14:47
89,应该还要再下一个台阶,05-15 14:45
82,上次的t王呢，还在吗,05-15 14:39
144,哈哈，又出来一个晒利润有几百万的，明天交割日必大跌,05-15 14:32
100,都说了没量，所谓的底部都是烂的，一击即破,05-15 14:15
96,根据我的经验红三兵后今天收阴线，明天收底部十字星，下周一macd金叉开始拉升,05-15 13:47
227,岭南控股，昔日的大哥，再次回到启动位，有资金开始逐渐建仓，本以为会出现砸盘，谁知,05-15 13:44
121,托盘必跌，感谢岭南让我大赚,05-15 13:43
118,每天都被这股折磨得死去活来。这段时间，被这主力锤得体无完肤，实在玩不过这主力。,05-15 13:40
88,明天大概率收底部十字星了,05-15 13:24
71,急拉慢跌，绿柱多,05-15 13:19
79,麻了个早知道不卖你了,05-15 13:14
74,横盘必跌,05-15 13:14
72,真恶心,05-15 13:13
147,郁闷，本来想发持仓截图的。想想还是算了……如果不是16元追高，一路往下补仓，利润,05-15 13:02
95,天又塌了，昨天满仓干进来的,05-15 12:20
41,$岭南控股(SZ000524)$,05-15 12:13
118,$岭南控股(SZ000524)$,05-15 11:03
79,不如改名量化控股吧也别叫岭南控股了,05-15 10:56
99,看了下论坛，见不到一个认识的，以前常在股吧混的几个销声匿迹了？？？现在都是不认识,05-15 10:55
84,今年广州的广交会带来不少游客，五星级酒店挺爆的，广州人出外旅游也多，广之旅生意不,05-15 10:47
74,起不来，大家可以跑了,05-15 10:43
80,还是看不出有主力资金的架势，不过圆弧底走的确实挺好看，如果有一个3%以上的放量上,05-15 10:43
84,没人跟，熄火了，大单还在出,05-15 10:31
81,这股前阵子涨太多了，跑,05-15 10:27
80,就这？结束了？？？,05-15 10:25
75,握草这股是不是有雷,05-15 10:17
191,这走势，明天咋样,05-15 10:12
106,都是上月底来接盘，等着解套换股的，怎么可能大涨哦。,05-15 10:04
73,量化设置了竞价高开就止盈砸盘，然后全天都是震荡，所以每次高开要比手速跑跑跑,05-15 10:02
63,今天是涨是跌啊？猜不透，根本猜不透,05-15 10:02
72,稳不住了，大单在跑,05-15 09:56
57,按照这股的德行，今天至少要跌2个点,05-15 09:50
52,给我看好15日线小张，小张,05-15 09:45
55,又是昨天套路？,05-15 09:24
71,岭南控股：连续3日融资净买入累计1167.77万元（05-14）,05-15 09:05
115,来个涨停怎么这么难,05-15 06:01
106,明天涨停,05-15 04:24
1601,大家中午好，我是志哥早盘建仓操作！,05-14 22:50
129,明天涨高就跑，大跌补仓，随你怎么折腾,05-14 22:44
239,有没有比我惨的,05-14 22:03
106,形态看似很美，但无量,05-14 21:48
107,把你卖了，买过万向，南方，襄阳，红墙,05-14 17:43
172,13的本，何时回来,05-14 17:36
128,在步步高，岭南二选一，我都选了,05-14 16:23
91,明天值得期待,05-14 16:11
221,看着这个貌似大圆弧底，确实挺诱人，感觉随时都有拔起来的可能，可咋就是不敢进呢？想,05-14 15:23
88,尾盘是买点,05-14 14:58
71,拉黑,05-22 10:40
69,主力一直在小单卖,05-22 10:38
75,12.4必破,05-22 10:35
70,废了这票,05-22 10:35
69,缩量下跌，看新低，阴跌不止,05-22 10:34
121,玩了那么久，本来赚钱的。前期拉高，后面跌下来不断买进，结果亏钱了，还是亏大了。哎,05-22 10:33
70,行情走势如,05-22 10:26
307,今天出来很多无脑唱多的小号，懂得都懂,05-22 10:24
83,跌的太慢了，跌到十块以下我在买，等着坚定信念！,05-22 10:22
69,赶紧跑，还有跌。这个是骗人的,05-22 10:22
74,12.46必破,05-22 10:21
76,要跑吗,05-22 10:20
92,两天跌十个点。草,05-22 10:19
69,买啥跌啥,05-22 10:18
75,蹦着往下啊,05-22 10:13
77,空仓一段时间，大盘要回调，买啥都得跌,05-22 10:12
69,求你了,05-22 10:12
69,前期挣了没走，2天就吐出去了！这股真要命,05-22 10:12
69,块跌停，我加仓,05-22 10:11
70,加仓了，跌吧？,05-22 10:11
356,套牢盘释放了一批，追涨的又进来一大批，又得继续调整了,05-22 10:11
71,稍微有点趋势了，就是让散户进，一买就按地板摩擦,05-22 10:10
43,开盘半小时，有效跌破五日均线，向下只有十日20日均线有一定支撑作用，按照原计划全,05-22 10:09
90,岭南控股：融资净买入1958.98万元，融资余额1.43亿元（05-21）,05-22 10:06
71,真是把我们当RI本人在干要命，,05-22 10:05
63,这个股票主力出货坚决,05-22 09:51
61,这玩意是真,05-22 09:51
64,猛虎下山,05-22 09:43
64,这个股有一个特点一旦大幅度下跌，会一天比一天更低,05-22 09:39
62,还好昨天跑了，要不今天不知道该咋办了,05-22 09:38
57,投子认输，割了，亏麻了,05-22 09:37
74,北京商报：据航旅纵横大数据，截至5月20日，端午假期国内航线机票预订量超189万,05-22 08:56
114,2025年5月：中国旅游集团（中免母公司）与广州城投签署战略协议，计划投资30亿,05-22 08:35
91,中国-东盟自贸区3.0版谈判全面完成,05-22 06:58
152,兄弟们，坐好车，明天主力不拉板，我套花呗给你们拉……,05-22 02:18
155,涨不上去，跌起来跌幅很大，明天可能更惨，看谁跑得快吧,05-22 00:41
216,这股明天会反弹吗？,05-21 23:01
154,我来唱个空，明天继续下跌7个点。,05-21 22:33
170,$岭南控股(SZ000524)$,05-21 22:30
180,明天肯定上涨，今天是调整一下，h别怕,05-21 22:29
504,大家都割肉了吗，位置也不高啊,05-21 22:28
161,正好到11.72,05-21 22:27
2784,4.39亿元资金今日流出社会服务股,05-21 22:23
317,昨天13.4追进来今天低开就不给出去，收盘直接跌六个点？两千股亏麻了。。。,05-21 22:18
160,昨天追高的，想着今天高开就跑，完全不给机会,05-21 22:14
117,缩量下跌还会跌，明天还会铁你们看看！,05-21 22:11
168,明天不给上车机会了,05-21 21:59
57,明天触碰5日线反弹就介入，下破5日线清仓观望，目前不到2成仓位。,05-21 21:57
110,突破形态，今天回调一下，明天上涨,05-21 21:46
160,看今天的分时图，割肉的散户应该不多啊，看来还没到位，明天还要杀跌，大家开盘跑吧,05-21 21:41
155,这股为啥今天跌成这样,05-21 21:36
150,有点怕怕，太多人看多了。,05-21 21:30
141,好不容易，有点名气，这股就要洗,05-21 21:19
126,明天低开低走一整天，继续缩量下跌，月末快端午节的时候，有一波行情，支撑位看到11,05-21 21:13
229,主力资金疯狂不计成本出货，不知为何？,05-21 21:00
488,有没有相似之处,05-21 20:32
95,这个票跌不停还好跑了,05-21 20:16
182,不以一时成败论英雄,05-21 19:38
361,是出货还是洗筹码？今天跌太多了,05-21 19:34
3335,省市3家国企参投设立广州市内免税店，南沙邮轮母港将设立离境提货点,05-21 19:28
120,怕啥，看走势就行了，只是回调，大胆干。,05-21 19:23
109,明天要是不反弹的话，这股会创新低,05-21 19:16
92,买到这样走势的股恶心一整年。,05-21 18:42
92,咱这股的主力是观光客吗,05-21 18:05
1487,岭南控股000524最新消息分析技术指标，以下先看图片昨日主力利用消息面利好放量,05-21 17:26
258,说啥呢，线上做多，主升浪回调，这波创新高,05-21 17:19
148,洗的好彻底,05-21 17:08
103,前日的6个点硬挺着归0，盘口不佳，行业板块走↓，但K线不难看！还在5日线上，,05-21 17:05
206,最后深蹲，再起跳，跳得更远,05-21 16:43
100,真牛啊这么猛砸,05-21 16:05
90,明天不修复就变狒狒了,05-21 15:53
48,$岭南控股(SZ000524)$,05-21 15:44
98,别慌，明天周四，企稳的一天，做一个十字星，或者一根锤子线都有可能。,05-21 15:36
88,端午概念股,05-21 15:24
177,早盘坚持先进后退策略，补足三成仓位。,05-21 15:15
94,好好的图形,05-21 15:11
119,不认错,05-21 15:04
85,唉，上午没卖出去，昨天进来赚4个点，今天还倒亏2个点,05-21 14:53
72,这浠窜的太多了,05-21 14:50
76,犯天条了,05-21 14:46
106,今天早盘买进后，全天下跌横盘走势，但仍坚持操作纪律，尾盘卖出每股亏5分，认赌服输,05-21 15:14
73,跌停吧？,05-21 14:45
79,算了，今天先割吧，来日再战,05-21 14:45
75,主力也就踏马这点格局,05-21 14:42
89,你弱任你弱，清风拂山岗，庄横任他横，明月照大江。不到14元我绝不出手。锁仓。看你,05-21 14:40
74,下跌就不会只有一天，明天更差,05-21 14:37
98,要跑吗,05-21 14:28
176,朗威股份最近的图形走的很好，今天孕育图也漂亮，预计本月底前要展开一轮大爆发，期待,05-21 14:28
488,哪位大神可以解释下这类走势,05-21 14:27
68,快浮出水面，潜一天了，累不累？,05-21 14:26
81,旅游板块跌幅榜龙头，了！,05-21 14:16
312,连续放量三天，，今天调整很正常，昨天追高的，最起码一个星期出不来了，这个票的主力,05-21 14:15
79,资金都去拉银行拉指数了，普跌行情。,05-21 13:54
86,居然5000多家倒数，也没涨多少，看来这股真不能碰,05-21 13:51
176,走了守住利润，试探性下跌要大跌了。,05-21 13:50
79,站不回13，明天要挨打了,05-21 13:49
89,今天买入看看。,05-21 13:47
78,这大哥跌的有点过分了,05-21 13:44
83,都没涨停过就跌这么狠不知道的还以为之前大涨七八个涨停呢,05-21 13:42
76,凉透了,05-21 13:39
85,这个钩状有点坏，解套以后再也不来了,05-21 13:37
417,请问华西连续十三个跌停，周五爆量拉升地天板，这ST华西(SZ002630)*ST,05-21 13:34
104,这是要开始跌停了吗,05-21 13:31
75,跑三天阳，现在就像只,05-21 13:27
84,出货了,05-21 13:21
85,我也是被套了,05-21 13:21
76,熙熙攘攘皆为利来，熙熙攘攘皆为利往。,05-21 13:19
134,今天暗盘跑了将近一个亿，大家自己想吧，我昨天进了，割了，再也不来了,05-21 12:52
280,"走了，亏2W,大坑货。",05-21 12:42
289,今天涨吗？有大神分析下,05-21 12:27
262,等下就大涨了，可以买了,05-21 12:21
97,已割,05-21 12:17
125,是谁？昨天刚过520。今天就发现自己头上绿油油的。,05-21 12:12
65,坑货，昨天卖不了，今天就猛砸,05-21 12:02
103,这三天拉起来算什么,05-21 11:21
113,这个票在11.92附近加仓，支撑位，差不多端午节前后有一波行情,05-21 11:18
76,每次都这样上次51还以为有行情结果连续跌,05-21 11:17
80,这种玩法不适合我,05-21 11:17
132,不好意思啊，因为我买了，这个月没红个一天，大A就见不到我好,05-21 11:16
142,缩量了，目前来看，上方压力位13.92突破不了，接下来还会回调两天，然后就可以进,05-21 11:15
77,亏了5w走了要连续跌了可怕,05-21 11:13
74,就这样在水下潜水吗？,05-21 11:12
366,明天来一个涨停可好,05-21 11:05
170,玛德，昨天追进去就被套了,05-21 11:04
78,看趋势，赚大钱。耐心，静等花开。,05-21 11:03
84,不管是板块还是股票，刚开始关注的人越少越能赚大钱。,05-21 10:48
99,广州启动免税店，广州岭南股份十自主可控十国资十重组,05-21 10:45
72,比昨天最高价跌了1块，早知道卖点，都是贪心惹的祸，没利润了两个跌停我就走，先拿着,05-21 10:43
154,卖了，信了*的嘴买天府旅游和你，果然让你干什么反着就对了，建议我们不要买黄金，要,05-21 10:41
71,这么垃,05-21 10:38
278,无语，卖出，点成买入了，，你们信不，顾着刷抖音看美女，点成买入了，,05-21 10:28
148,呵呵，还好昨天高抛一半，今天看情况决定要不要接回,05-21 10:22
106,完美,05-21 10:19
110,清了,05-21 10:13
88,抄个底被埋？,05-21 09:59
97,13.1建仓，13.9离场,05-21 09:58
70,还是没跑掉,05-21 09:57
65,兄弟们不要怕技术性调整,05-21 09:54
57,不会跌停吧,05-21 09:54
60,只能一个字牛开盘即是巅峰,05-21 09:50
65,你是和圣亚水火不容吗？,05-21 09:50
58,真狠,05-21 09:37
60,专盯着我薅啊,05-21 09:33
56,冲高回落,05-21 09:33
55,都说，都想涨的时候就是套人的开始,05-21 09:26
49,拉寄真的拉寄,05-21 09:25
73,岭南控股：融资净买入155.68万元，融资余额1.23亿元（05-20）,05-21 09:06
345,卖不了，好烦呐,05-21 08:04
9482,岭南控股携手中免集团等公司 拟成立广州市内免税店,05-21 07:30
212,$岭南控股(SZ000524)$,05-21 04:46
308,我13.4追进去的，请问我这是不是又站在制高点了,05-21 00:29
856,原判断，在免税批复后，会是一波，连续涨停的两日游行情，实际却走出了慢牛行情，这个,05-20 23:44
421,这个尾盘，明天能好吗？,05-20 23:06
281,成本13.55站岗了,05-20 21:58
132,13.0的拿了那么久终于看到收益了～明天一个涨停我就卖了…3500股,05-20 21:24
303,旅游股，自媒体还没有铺天盖地的吹，还可以炒几天！本轮龙头，量价齐升，还未放量加速,05-20 21:08
150,你好，我要一张情侣大床房前台：先生不好意思今天全部订满了..,05-20 21:07
130,来，开局，明天涨还是跌………我说跌,05-20 20:55
2894,NFT概念涨2.74%，主力资金净流入这些股,05-20 19:16
106,昨天进个底仓，520，521继续给我拉升,05-20 19:12
